PROVIDER,LP,PROVIDED_LP_TOKENS,WITHDRAWN_LP_TOKENS,BALANCE
terra1g3utjtqc8tyhmutcsnck6kwuf2t64dtqjg4rjv,loopr-ust,582965795,582965000,795
terra1mktntp43mqty6062nvf2lnsjl3t4tpd99ldne4,loop-ust,201818231,201818000,231
terra1hety6td9kgx94fr2zwt3k0g0tlnd224vqt0peh,twd-ust,837436830,837436000,830
terra1tf3j2anvhap3snexdfujeyfghdk3rwhqemn390,loop-ust,3195257331,3195257000,331
terra1tnlqzwr0y0964xxuuwwuxyr57apecsh06nxhql,loop-ust,119858814,8000000,111858814
terra15lel3259jdsclnwrd365wg8326f370kkpkgh8w,loop-ust,1175723,1175000,723
terra1g84gds5z892per4hhqh6mnmgfwqjr47tqtxpxs,loop-ust,135352533,135352000,533
terra146umrs3jvfnl2xdtqa5tjjkfvpv6gx2rzfw8u5,loopr-ust,220882696,220882000,696
terra1sy66jthkmmv5c6xrwnks0r7l9ed68hgvypxwy8,loop-ust,28046660,28046000,660
terra156afyszhe7fke5lz34rvhmaxjevzm5crnwqekw,loop-ust,93054833,93054000,833
terra1yzrtfl574kzsge7jywfpjnnnjng4xdtsnxt3v9,loop-ust,3945790445,3945790000,445
terra1d7kdqmmfyy3xfg47tl3j37lg7pjdy83ups27k6,aust-ust,2161390633,2161390000,633
terra1fkphnksvxytsestsrsp5653tn446qnqf0yh898,loop-ust,8504308,8504000,308
terra18y6nhkejuu5at3d2dszfs64gkx7sxkff9mx78r,loop-loopr,61304609964,20822068000,40482541964
terra1tz9gyy75ucws9fqfx282h3syvvy43lflg686qg,loop-ust,724207187,724207000,187
terra1z6zfzs30t8z2mschrqhz8klamkp6ej9xjgygvp,loop-luna,210545445,210545000,445
terra1k55dxqn960rej9q3d3evfcj9yfxksyznrhmuqx,loop-ust,15742918,8123000,7619918
terra1us4tvln9strwtksnc7cg9cyt23xddeucejl3zf,loopr-ust,23978146,23978000,146
terra1t995h80qptgxya7ewn7rg67w90694q9kjsanq6,loopr-ust,43233990,43233000,990
terra12h6efzmph2zk8xjygu8tl0566xf0tz267w27dh,loop-ust,109389368,109389000,368
terra1s8dem4rvqtah7tzhly5syj8w52405r9l6ypjv3,loop-ust,307506353,307506000,353
terra1xwre3dd9t76ep6x4qjqzn6hvfwpevhkyt2awj2,loop-ust,32947874,32947000,874
terra13vhzlkx30qdamcw4mkq65vzmzeqf0tvyt9evxu,loop-luna,1075586413,1075586000,413
terra15qz47spxuvu6xvkl52eycefurl3td4u6hs50j6,loop-ust,480944598,480944000,598
terra1s09l9myhydv007whh6z2da0nns6zj27el49l2q,loop-ust,14744386,14744000,386
terra1ys69etd8zjtl6es90ywjy74zrdyk62g0qy2p3n,loopr-ust,374456292,374456000,292
terra1sxdgfk8nzr536htwxtq0nmxhesh50ughfvsynl,loop-ust,18495799,18495000,799
terra13mwxj88umudtwc4vk4wj3y6m5xuv49p4zy0v5m,loop-ust,517531800,517531000,800
terra1gykjcqsgstdakfzsw43gdqxvqlz7d890sc02sq,loop-ust,680954384,680954000,384
terra1qcjwflk7yjp5dqa9tk6az4lfzdp85j5h9hl6aw,luna-ust,3153051,3153000,51
terra1q4a26wldwvztnzevpvp7zfkn6d8rmtnl34a6xq,loop-loopr,4321367323,4321367000,323
terra1zqng0k8mkuhn44j2stvym94n7efzufs3uzdc8m,bluna-luna,35361779,35361000,779
terra1x2z8a2md6etmjuvhn39wen0hthxz0lk0ycv6st,loop-luna,25864440,25864000,440
terra1w02dfwqz797r8nsvkdkt3hd4e62esdwq95vlld,luna-ust,75971,75000,971
terra1dptg6rsndfrg6n54dlyp82qpn6qjzamasp7fe7,loop-ust,25958726,9004000,16954726
terra1ytl79ry9qznyrea5exsphklkm5g0huudwahpsg,mine-ust,3151255141,41586000,3109669141
terra1gvmne5drsd6sqzlgeug2zmdespjlnry7z9y0am,loop-ust,5314963,5314000,963
terra15lkeguwy6f5h2tund4thrumhdyz95q037xgmew,loop-ust,2615042,2615000,42
terra1ce5sd6z70cwzn84my2dq33d2sec6md9z5l9s7g,loop-ust,131666576,131666000,576
terra13c06nkcyga8mnwvtfcv9m6640hswvqqhtvplmp,loop-ust,37839998,37839000,998
terra1zne25ayyhj2mng29y8mjpr6mxu77j4szvu2kfv,mir-ust,8726910,8726000,910
terra1pkcmz0mehs69tsp2tgx46230nes8nehd0mp2kk,loop-ust,16355032,16355000,32
terra18savpjpegtepr4jpcxuhzc7m8x5yfpz9tcpuq7,loop-ust,152356249,152356000,249
terra1p20ty6dxc9vh0dgm5jnj5kxxa9lmgnes79pxan,loop-ust,105481836,105481000,836
terra1gw9y7plzn8yg9hwgat6ydz5rxgpqdek5d2cce4,loop-ust,26198581,26198000,581
terra1uv9d4zpr2z4ysj6dstmmhhext46ddtqu42wl7y,aust-ust,44217972,44217000,972
terra1zhjhuuu9zuptqyrjwc6vlspx8l9n5vq7rl9j6l,mir-ust,8889542627,8889542000,627
terra1xan8j5u42lawvq9y02ryz08vq4wg9zgaprv9ml,stt-ust,24769558,24769000,558
terra140t6aes80hzwx270e6crhnlerf5xn2fakpj5tl,spec-ust,333171852,333171000,852
terra1uhaac5k8mmru50rpku4z67dgusx7mxk3yffpjc,loop-loopr,4614707955,4614707000,955
terra10fum7gqm6rnxdfzrhp3j9knnnplgzfufsfw77l,loop-ust,506123063,506123000,63
terra13l6nn2j3vt2k7zju9uxx7mzadndpt3c57p7pvq,aust-ust,419219363,419219000,363
terra1wsy4k8neyrdvmw6kuzxp5mchahht0ded7uzvjz,loop-ust,903472408,903472000,408
terra1gw6djk5grppr0jhpukmv8vqe2hrzcq66myyac9,stt-ust,5209360,5209000,360
terra1weu7c76a6zzmjhejgqz0e4us2qrwt829vx9762,loop-ust,2754605,2754000,605
terra1ssre88469lp2np4ju7993fdwggvaca0y62vhw5,loop-ust,643134783,643134000,783
terra1vv268ega7haues4e93xjwqks5p5kqalmwqppss,loop-ust,101204706,101204000,706
terra16t6x0yu3ss6csltcw0dht8ac32ccrhsg5xlyd4,aust-ust,487859609,487859000,609
terra1s7kvtqsfvtjnq8yxm99yvr0fc89lk79n6nchhf,aust-ust,325958779,325958000,779
terra1smg69mxmvsnx8yln63apg536rvtwkclphcgvyt,loop-anc,563851531,563851000,531
terra1sjxp8u5jh79gd2w87q59z5djuyct74wamts2h4,loop-ust,93756079,93756000,79
terra15mkkxpemkxfvxwrqy6tuapy4marry6pa83xj9r,loop-ust,18858016,18858000,16
terra18pnwpge7mjqpzrr4u8wslt0cy6futqgly7j89f,loop-mine,232212831,232212000,831
terra1fsawegja5434aql8sazytzvyf5dmryseup9mfn,loop-mir,75885524,75885000,524
terra1wuw7mq5xyszxfw88w565lammmjtcqxl73eqh3r,bluna-luna,26783227,26783000,227
terra125jv35fkl7tuc8hfck6c7zfjss9uu7dqxyw9lc,loop-ust,23389439,23389000,439
terra12nwsszzdtjd8lnuu0awc4ca68j0zfq4yadn0qj,loop-loopr,576929654,576920000,9654
terra1fhp6s6utkfwqx2nu5mwp5txgf3zx8utuzfks25,loop-ust,25392258,25392000,258
terra1plkxexhaz3l4ramn6fhpvlvm4f2c4nacpxfdk5,loop-ust,27261791,27261000,791
terra1a86p8444d86f3h599gljpsr0xlwmks9v2rnhqg,luna-ust,116768326,116768000,326
terra1zfs68e2v80p7eh9hzfgkg379d3qw2lhcsqw7mt,loop-ust,381688501,381688000,501
terra1lp2h43kd8ex05pyaletfzsakh57744t3c5wm6v,mir-ust,61805094,61805000,94
terra1x2g65hlwvejlm5k6d60t2jmanrnad8cvstdhg6,loopr-ust,12036606456,12036606000,456
terra1tyvlqhr0k8a39ppzajckxqmmnlvsmqlnvnhnpe,luna-ust,44569585,44569000,585
terra1yzkvucgyds263ev0t783vjz5g86sdtk6zttyye,loop-anc,323878646,323878000,646
terra1fqj8l7gf6h86jyjqn8m67k9g7220sj3umr0k4k,mir-ust,27002745,27002000,745
terra1h5fhq9dx4el4pra3tsk8ymgtemjm5dz6t5f5mn,loop-lota,7172932,7172000,932
terra1jvr0mc9l8pn3z4px7n89yudjgzvsrheat4j0tq,loop-ust,17748410,17748000,410
terra1q02t6x062xkm6e0e0m7kddntfdfplcryq4uw0j,bluna-luna,105283741,105283000,741
terra15745fntax796hurerej7l7quykl6v35a6pk7cv,bluna-luna,998429,998000,429
terra1m0fgdgsuwf2jsd32su0rmg9ne843ant8zn0zrl,loop-anc,578132739,578132000,739
terra1cpuacel65q60nf2z8lpxys5fv94hrxl5h3jltl,loop-ust,36451210,36451000,210
terra1ratk9n5gtuqakqpfyuhm5uyyqhhkq0uvz5yvkv,twd-ust,1539770834,1539770000,834
terra1m6fc8yqmpdtlqsa824j9z876a0fz0u353zl57u,loop-ust,10085510,10085000,510
terra1l0rzjpfql3l0dpxphpgsu4j65w9u4g7hr8uvql,loop-ust,273724328,273724000,328
terra1380v000rspymwm7wagsrwg6pnfvw3lvmjd89fj,luna-ust,10839267,10839000,267
terra16darnfaz7zm2u0x29cjhdq6rnkc5skxg37d97j,loopr-ust,74210669,52368000,21842669
terra1apq4dznwv4wzvcqv3e8v84l8jz0slj55lsr35a,stt-ust,5555975,5555000,975
terra150gg6kyh6mv05acqc74ng0uc839kzv483l9ehy,loop-ust,111832043,111832000,43
terra1k9tshv2jg3vs3zp02pu77zepdkfeg5nqvekzqa,loop-ust,4184027752,4184027000,752
terra1uk74wyxmp3q3jej6wwlzexpcj76vhs3muvh542,luna-ust,81193257,81193000,257
terra163gjxrd4l0v5eveg60rlrw74au9xxd7qnl6tuv,lota-ust,6902421,6902000,421
terra1fn5vhqj3d8chydwhag8q9a2ucqxhpjlknrk5t4,loop-ust,7168428,7168000,428
terra1h24nafgtnx4vy5h7h32fssxw0553mk75fyp0e8,bluna-luna,963841,165000,798841
terra10mx52q9ugplaq03xhvk5gyjndutzqjkdgpgr68,loop-ust,574218996,574218000,996
terra1hyfxpxq52lklmmary5lr5374dflekfk2c3twkq,loop-ust,26358363,26358000,363
terra1cr8gvqj86duhgfpvjs5x237v4wfsf0qykacsjx,luna-ust,77577939,77577000,939
terra1d8dxw3ss5mvh7ajak4u7c0ay5ntfrun7k0esf3,loop-anc,238428450,238428000,450
terra1pmfgg2l7jpzvkmnu6gvjpgh8tucywwuev4mvfn,loop-ust,19565646,19565000,646
terra142t98ryupmdqz3cyzukeexdg4hh42dm3q02y9e,loopr-ust,6390434613,6390434000,613
terra16v8k9q5ts97zd3krz5hacuztprr3xscsajumn8,loop-ust,57424658,57424000,658
terra1f0wyr0q4467dkwcdrlyszj8khnmqkf2ekvux2n,loop-ust,5612477,5612000,477
terra1pdtppkzh0qz7mruq2ljqaj96plekxvmwd0kc5h,loopr-ust,55965780,55965000,780
terra1gq95fz3g2vdfnps5gtgge65cf2p2swzp7fdwng,luna-ust,1041463276,1041463000,276
terra1x4mrruqr9uu8huzwxf55v0y2vfads529gjcagq,loop-ust,5345694502,5345694000,502
terra1c4dqvxynx8mvk5quuuwrhgkl3eq8gl6vhscsw7,loop-ust,212229893,212229000,893
terra1zkqryjsqw2j688txdzc8gd794nsdrfw4xmwxq4,anc-ust,70560276,70560000,276
terra14j5s2f6qf8eaq9fegs624clskmqlu9smmfq96p,loop-ust,8976589,8976000,589
terra162rfxdcjd7jh6zqdqyvmxxyuws8zry88g5x8uw,mir-ust,353882787,353882000,787
terra1nf4jnv87u70tlmrlheltfgjp80tqrfyqcdwkcr,loop-ust,99005617,99005000,617
terra15z2u22c77tta4ytul6vfpemlxvkfxr4et0t527,loop-ust,8681779,8681000,779
terra1sw6a5fmwnl4wxvdscpfppy9s4e74aa6r5huts2,loop-ust,1073580,1073000,580
terra1a92233ah9cndruvpf4gk80g5h34xzlaf48kqx9,loop-ust,2329574591,2329574000,591
terra1zaer96gjxw0qcj30ufja95sg4lyx4kle73jmap,loopr-ust,36927405,36927000,405
terra1hcd0k3gfpfm9vcl6lwtdrpczjwxqn3564q2mss,loop-loopr,264211794,264211000,794
terra1zlszngg35xmhzyjlzj8je52h3jdf6axstjptyl,luna-ust,802908676,802908000,676
terra1ve5zj6kat5kdndk4zmxah6lnckxkjgjc3udnp5,twd-ust,107971893,107971000,893
terra1gycreu60x6xkg0lwr95hu4mjezk3puuk9vc887,loop-loopr,69096152986,69096152000,986
terra18vhd6hp8r0lkj0k6j048ng0yqdjt9tl3q7ndkq,loop-ust,39257811,39257000,811
terra19xn69hjh2jqjjz48us8q5svnwcmedh64ewcxa3,loop-loopr,360658553,360658000,553
terra1wntpnedhpx74n0d2ajsmdl3grhau9mtzdu2vrt,loop-ust,3748830134,3748830000,134
terra1vltv3uytmj0ty47v69q5yqjh9urdr9l25qzzyn,luna-aust,6388522,6388000,522
terra1mjdgljedf34lp76hqysxm39t44tvpgyl3456e0,loop-loopr,52318002076,25664937000,26653065076
terra19kjh20u2z34nr8kz36pf53uqgkd8chggg3duje,bluna-ust,3420152,3420000,152
terra1ywdm4wf0pnlpd4nna2k00hqv9k3sj32ma22dj7,loop-ust,591485862,591485000,862
terra16ptdxwhte3nllu029hjecd0ctccvqj9vwzazvw,mir-ust,5444328836,5444328000,836
terra1j58q6h7snq8eadhvrzgdgwwhxkf6vcqh8gj0yy,loop-ust,42118677,42118000,677
terra1gqsy5n2cadqutsnjts569m7p8p6zh8tqc4yhhd,loop-ust,101963493,101963000,493
terra1zt6mltnkj2y5xzv5u8aqzkzu388xg7m2m7yy99,bluna-luna,3011064,3011000,64
terra1rm9crml9n58ex2eyuxx9wlnep8jgynnw38tptt,loop-mine,624643,624000,643
terra1lsuswjrprac9mk8uspjhy8w7ffezh3573xgl5j,dph-ust,11484335406,7677630000,3806705406
terra1kltet9l77mztu9xn2udxf28twt53d4py24fkk3,loop-loopr,2464333028,2464333000,28
terra1zkg2d56hr6ppg3jtzyx60zx7qwum4ajdgewzqx,mine-ust,32143485,32143000,485
terra1qm5ka04wgntr6h4dls79frr5t9lxs8vd75095t,loop-ust,14984643,14984000,643
terra1vy5m85n54tddedmrvw5yjzgl7r7y57w5w8qxva,aust-ust,7382645844,7382645000,844
terra1u7zce0nkp0ql8mgcjpwd3tmy5fsr93qjrm3k47,aust-ust,1384560867,1384560000,867
terra1vcwerpjq59467j74cv3845fmjyq6rsv4x6hxrq,loop-ust,705499416,705499000,416
terra1xsda9xplsrvmkfca7apaqguvwmk5etcvrunakv,loop-ust,13136377,13136000,377
terra1shw07drnwtd6j2umnu5r39a8yt7kxxqzw2g87v,loop-ust,2949033,2949000,33
terra1ctawr5su6qyyywwhzrkgzxewvxgrlhjtz6mkhf,loop-ust,29640151,29640000,151
terra1zgq50qdymda87zcpykwqyttvh4yewvmc3f963z,loop-ust,1739902,1739000,902
terra1yktd7h6hzq8euqc7n3v3p30l6ylxqxp4346026,loop-ust,988200636,988200000,636
terra1hqhm3yvdzde9jtr3szkq2f6ct0tqhy0nsdge98,loop-ust,6087180,6087000,180
terra1wgu4w3xpu353drz6l9cdy7rvmvsrhz2y5rz530,loop-ust,79288051,79288000,51
terra13fequa6madmqvfxy7gkjetgna3x9cfs8g4cjaq,loop-ust,19701940,18000000,1701940
terra1uljmnly4jedjn56fg9h454jkqw97e47ahdhqdp,loop-ust,26074095,26074000,95
terra15mr7j2kce6xum6xf79ha8ewzu57u872jf39830,loop-ust,41355796,41355000,796
terra1tmvy7hxt0hcek6alu3sfye96ezkw727a74vxwk,alte-ust,54023918,54023000,918
terra17vu2qghvyc8g9np200w9tdr2ahnlv09ch925sy,loopr-ust,14867022,14867000,22
terra1344z69483wz4rghhwyz6lqdq0lch63r7cxrxqu,loop-ust,4256942,4256000,942
terra179v3e3cw67tp2f4ez7xsll3lg3emc4xqd060jn,loop-ust,331507044,331507000,44
terra1atn3sh54qfau27d2q99v4h3z979t9jmma850cw,loop-ust,42631668,42631000,668
terra1ylx5kevxnc7r2ygu73jnku7w65efse2g69qvya,loop-ust,529679860,529679000,860
terra1hq2xvn3gs7kc28ymq03803xz7xfwvjak6d8ula,loop-loopr,2979303409,2979303000,409
terra1uak3u358ranghcz6ttdxx6893yld7sujhh4gtn,spec-ust,2525722846,2525722000,846
terra1r5taps0mfu23mndkwst430l3dl9sgf9jzau7jq,loopr-ust,1139716189,1139716000,189
terra1k2alx7c20649hafd07l4drr5yjkjgf38sz9uya,loop-ust,51228835,51228000,835
terra1qn8dsuczen8w7hvsvwv662aedl6y7pgc5uufw2,loop-ust,91207975,91207000,975
terra1qyknr4chn6c720ksulnrnxls9kd6zuncgktj0a,loopr-ust,79478216,79478000,216
terra17vxe9xsrsvhj2q8q3xtwd3dye2fgfel4yw74ct,loop-anc,26544027,26544000,27
terra1ecwd3qxfmenz2eyyylmm0n5xwq3zf8q7prf0nf,loop-ust,326799204,326799000,204
terra1yxfgvtq2f5q77du6mjll6kp27gn4cua72r4x55,bluna-luna,49492541,49492000,541
terra1xgntp5wjr8qzkszvhe9pe0u83n84mrnnz4wmc4,loop-loopr,15947461,15947000,461
terra16leujlee0kazya5vuf6c7ve89lcc8u5wg9hx88,luna-ust,426720,426000,720
terra199ya486wvnavxt8x4fq0hw4yl32lxw68y78xg6,loop-ust,17003080,17003000,80
terra1tttmvg8qr27hs6hu7y4r3qalhsdnqwzs0qlsv2,mine-ust,38397658632,38397658000,632
terra1wgmtw082476lax4wh35xsvhsac4x4a9zgfkuwg,loop-ust,69161606,69161000,606
terra1jmr4kk84p4dyek5zxr4426muyxjj82j88vnevj,loop-ust,6307952,6307000,952
terra1pu92t423k6mzqxzwh2lxjw38gn8rsgcrm8jr0j,loop-ust,4913473,4913000,473
terra105a0pqhvk0r5a6jl6pacjy57sxnf6awgef8gwv,loop-loopr,9818177043,9818177000,43
terra1zjua7t2g2ctsq3nj8czzm99zquh5pef7l4qq0e,loop-anc,16292830,16292000,830
terra16r0g6gxeqc7nndctxl2tr0xcu0xz3szgwgptze,loop-mir,236869025,236869000,25
terra15z6q7qslqtzc23gcsg0yf7ppgmtj4m3suqzlaw,loop-ust,384180669,384180000,669
terra1n7rqwapt74366w8avqwhnalgyxtvhzmfaqweje,loop-ust,16777357,16777000,357
terra1gcl8yxq3hjxp0d2swxn9zx8q0f8u7eg6yyxzw3,loop-ust,92407782,92407000,782
terra1qgudqnv0zsdzlzvtdhfshzmtjdnqjrp2wk34ga,loop-ust,44860775,44860000,775
terra1qflvgfz0rdrk895e3ruhngumlk93aacgs5kx9a,loop-ust,9224861,9224000,861
terra10gyadcz6clywx6q8agxr6dqs8pvd448vfc3t2s,loop-loopr,561643367,214029000,347614367
terra1kku66ep6p6tj7m6pns26lt6l3zd79cj5vfyrpu,loop-anc,5721402434,5721402000,434
terra1v9sa0e2l2ggjpzhtlnz9mx3wveztlc32h6fase,loop-ust,121801208,121801000,208
terra1hwqz9g9lw05jyzcle87ayhnkmajmzry9znztyv,loop-ust,201367668,201367000,668
terra1yrfux2jzyqf5uuf6j7k7rd5d82lnfhhf0dv3az,loopr-ust,24237005753,22992980000,1244025753
terra1dnzgjywlmcl9rdwywcrq4nd4rlcfdjtv7g0g84,loop-loopr,1320583093,1320583000,93
terra1cwu8twammhcvun0eedgc0fw9rxex7ut4cgv4d8,loop-ust,6364747,6364000,747
terra1kj5rkde0lf9088svtdre2a940xm8sl0cyntjuw,twd-ust,3157263984,3157263000,984
terra1ethpd5tq8yxzjkhqzv8yx7s4zglj2rvc0yta00,loop-ust,3739559,3739000,559
terra1fywwrp5wcsl4eut90gwgs4tw55azkuymjh7z02,loop-ust,53251125,24914000,28337125
terra1smusxgwactgq9w4566lgr0p4fvxdwuxew257u9,luna-ust,1310055321,1310055000,321
terra1dwshfvsfjrueahjnea55ur0gt6scju6we3h2sy,mir-ust,29816260,29816000,260
terra1yv9rvp2f2kfsymmtcmpwnfv2y5htg0ne49azx4,loop-ust,557192794,557192000,794
terra1vl22wrc0rqdk3m7pyhfk4v2ur9rq8dwkff3m3q,mine-ust,58599834,58599000,834
terra184hldzm522gq3psv4pulxezp76ularjx5rlkz2,loop-ust,12626285,12626000,285
terra1tffsgssmsnk4c8d2lcmxshhjgczgzaxgh03yqc,loop-ust,17195280,17195000,280
terra1lew5cgcuhuuy72pj6qqhy472a7453wcvtwzux4,loop-ust,16312369,16312000,369
terra13eakg6nundq4p587lzkrc62cgn99v3e029hz54,loop-ust,10801707,10801000,707
terra12p72n0u4wclh9e6lw8t06g8fupl676xr7hsvyu,loop-halo,5959440220,5959440000,220
terra1kwc5z07vrqys4dtg3vmq8smv0ayjft38uvcnut,loopr-ust,57891899,57891000,899
terra1wlljeh5l7gz9ss9fwk9a6ju0j5dnn3uwxv6g87,loop-ust,512353800,512353000,800
terra19tfrceetmanc7x0q7weg9jp7kxlq52vk3fx2h3,anc-ust,34754070,34754000,70
terra1guzznc5cser03fgj0eamludr92ax2sx3ur6vt7,bluna-luna,61247684,61247000,684
terra1txzuf8h3555ua6qj0zweesurcfkgpe5nc4m29n,anc-ust,265101841,265101000,841
terra1quavla0r2hm05epnvjqqj4vhzsha6t5c3hh80t,loop-ust,62978261,28389000,34589261
terra13cnvnkcn87ntywqvd345ep3aklffwycq3eetta,bluna-luna,56427404,56427000,404
terra1e0u029xhyqkzaf89c4ae6a3385duzxk3x29j5f,loop-ust,60930871,60930000,871
terra1rjtm5yxk5dglupuyl58a9wz8lp3v5xrjda8pgs,loop-ust,81043785,81043000,785
terra19rekvuytd0qyl9k5psqzepcxn0x8wd5jkckxm4,loop-ust,6708315,6708000,315
terra1lwg0707vlx84gh0ez0ehmz86qahnwmuff57r2z,aust-ust,1784640840685,1784640840000,685
terra1nuedd77u7f8cdx25rjgnpfe0xvmjn2tf9yrhe7,loop-ust,10739266,10739000,266
terra1mp3vdyptmy4zjjdfulfh277twxmkenrczdpqtg,loop-ust,19236146,19236000,146
terra1rcczffcpu8992ds2d3tkc3cyugtn5994x0cm3a,loop-ust,15796882,15796000,882
terra1m4y7gw4lyr0r062wg2k2hlc7dncryz4uca27dp,loop-ust,4639880,4639000,880
terra1fwvpwm6rt70jv43ma39kglscnry8g0zpys8v7y,mine-ust,6543942128,6543942000,128
terra1cphtl0yqh74436h4f77dkrkqrmhx63katx0tds,loop-ust,4195693,4195000,693
terra1sm0p7gug459al3lwxdk0remmhlrmr464jxsq3d,loop-anc,59632137079,59632137000,79
terra1tk280apkxu7dryjqjxjxn49n3h56uwzlv464f4,loop-loopr,3157486680,3157486000,680
terra18x2ntvwn9qcmam5ltndntgkff6x40hgkwvdlfz,loop-ust,9515378,9515000,378
terra1mf8w2nkq974gjvlrpa593rkfshdhg4wgl95wpe,loop-ust,9702273785,9702273000,785
terra1xvqcmpz4ag4mk86gauedj3986ehz6rv0g4tm52,loop-ust,3451842078,3451842000,78
terra1cuvn7ykrd8wzpd0xtsd6rk75jy0wed5mwx3a98,loop-ust,664073404,664073000,404
terra1t5uqmkgh5sfh6sj5pgwkgmk5253sf7pnj97h86,loop-ust,10461655,10461000,655
terra1pqnd0ke6ng0ms73mjt3qrc7m8suqqrd48034lp,anc-ust,106660876,106660000,876
terra1qmn70nty8up08echrktf8l3frdt28vs6x9seuf,twd-ust,87743389,87743000,389
terra16j93t5tjrn0wq680saqedrw3454fer39pzrdkp,loop-ust,5404866,5404000,866
terra1lz07lunakxld4vzmdk9v6cutvh2nexyzs2myff,loop-ust,106615046,106615000,46
terra1ks4q4xhf3juw0zmuhqla4z9ywn233rdcj2lcs8,loop-ust,103830199,103830000,199
terra10kxn8f07xu3s3u9lmh2g99ej6gq2afxp797a8d,luna-ust,3089064,3089000,64
terra1th2wtkygmzxkyn667c98p9w0ll557l33jwhpwm,loop-ust,265436793,265436000,793
terra17dda6munkuua0rvlwkc32hj8c0xcl8um54sqkf,loop-ust,13345214,13345000,214
terra1q3yae66cmpujj3yv7sx7cszd6tv00tayrxs2kl,loop-ust,73441238,73441000,238
terra1e3llfh6w5ngzwtlugp7hu40ezvyhw4usq4wmv6,aust-ust,90132492,90132000,492
terra150ustnc9uugg5pqlu82f68njs2w76catrkuk0v,loop-ust,22391897,22391000,897
terra1flpf5zfspa0knrq3smk7qhzjg0gay4ak6spfj7,luna-aust,47222481,47222000,481
terra1rvgzmde230ctuwvexr5zys7l6jt09r5zryk3ah,loop-ust,210947831,210947000,831
terra1ye7753qzjaeycn3vk7r5ueh6petzvk7vaajrd4,loop-ust,9020727,9020000,727
terra1j3pc0u9jc4dh2av75nfevs6jdexw4g6m5dscxk,loop-ust,16399328,16399000,328
terra1dq9xnwvvj6qajx7cj2uh8xs9f79ez4ucmgfu3v,luna-ust,6590999,6590000,999
terra1fg4594vch2pfjsp78q24cmvnd5wkfnqetdxdpn,loop-ust,174305562,174305000,562
terra1cmrqewd9lv78xzaecdzrmwuuhpl29xn4cfpyrg,loop-loopr,97090527,97090000,527
terra1qvf7gamkhskz4nftv3u5d22ww0gqn0wpjk9jgw,mir-ust,294090411,294090000,411
terra1wxc4ufxg48h56kqhaaegzljjmup53rjxj70y5t,weweth-ust,2498473,2498000,473
terra1l0twmg3pum6vfgy5qhd6uxulp8qry3gk4dxafh,loop-ust,25705209,25705000,209
terra1kjk7k482tpnp998qtleypxmhf6v6d7djge5kac,loop-ust,79573286,79573000,286
terra1g5t8f3hds30c7m58xwgmclw2y9hjs8rspekdlk,spec-ust,107343459,107343000,459
terra1882cj38aytcctxv55nykh0aga7z2uc9p5rpcq0,loop-ust,56762355,56762000,355
terra1jzvkl97szal35n0fz9zqu6qn4fazc58yldx7rr,luna-aust,3281376450,3281376000,450
terra1cnxwnf4u8cdt23g5hc9zyyjuxmxt2pkwhyelj9,alte-ust,9037188211,9037188000,211
terra1uyftprjpe9u3a2l437ax62frch9dkemk392a25,loop-mine,36610527,36610000,527
terra1jx3erg8yjf9hy4hf0fxvv3vxxpljme0tjpvn9c,spec-ust,36115714,36115000,714
terra1gmctd8r4v2rgtnn5trhr3dm9xpcrxy3wvvtay6,mir-ust,1311409496,1311409000,496
terra1jsrqklwpp4psgulwv5pl22kcmdswnhyehlghlf,loop-loopr,83382926,83382000,926
